OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,INDUSTRYID,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
324,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,324,Independent Seymour,Operational,Independent Fuel Supplies,,44 Emily Street,Seymour,Victoria,5,20110725,,-37.019149,145.128359
325,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,325,Safeway Caltex Seymour,Operational,Caltex,,43A Emily Street,Seymour,Victoria,5,20110725,,-37.019895,145.128877
326,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,326,Ampol Carisbrook,Operational,Ampol,,Simpson Street,Carisbrook,Victoria,3,20110725,,-37.045047,143.821611
327,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,327,Safeway Caltex Maryborough,Operational,Caltex,,Lot 2 Tuaggra Street,Maryborough,Victoria,5,20110725,,-37.0459289999999,143.739694
328,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,328,Caltex Mansfield,Operational,Caltex,,30-32 High Street,Mansfield,Victoria,5,20110725,,-37.052878,146.090878
329,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,329,Caltex Mansfield,Operational,Caltex,,4 Chenery Street,Mansfield,Victoria,5,20110725,,-37.0532459999999,146.093005
330,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,330,Caltex Castlemaine,Operational,Caltex,,45 Johnstone Street,Castlemaine,Victoria,5,20110725,,-37.071358,144.210751
331,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,331,Broadford,Operational,Caltex,,165 High Street,Broadford,Victoria,5,20110725,,-37.2024959999999,145.056165
332,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,332,Caltex Eildon,Operational,Caltex,,2 Centre Avenue,Eildon,Victoria,3,20110725,,-37.234102,145.908767
333,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,333,Safeway Caltex Kyneton,Operational,Caltex,,13 Welsh Street,Kyneton,Victoria,5,20110725,,-37.250689,144.45565
334,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,334,Independent Buxton,Operational,7-Eleven Pty Ltd,,2220 Maroondah Highway,Buxton,Victoria,5,20120713,,-37.4201909999999,145.709122
335,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,335,Caltex Marysville,Operational,7-Eleven Pty Ltd,,10 Murchison Street,Marysville,Victoria,5,20120713,,-37.5097489999999,145.747896
336,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,336,Ampol Mallacoota,Operational,Ampol,,44 Maurice Avenue,Mallacoota,Victoria,5,20110725,,-37.5587399999999,149.755964
337,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,337,Caltex Cann River,Operational,Caltex,,15 Princes Highway,Cann River,Victoria,5,20110725,,-37.564833,149.153591
338,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,338,Independent Orbost,Operational,Independent Fuel Supplies,,176-178 Nicholson Street,Orbost,Victoria,5,20110725,,-37.7048339999999,148.45587
339,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,339,Caltex Swan Reach,Operational,7-Eleven Pty Ltd,,2048 Princes Highway,Swan Reach,Victoria,5,20120713,,-37.822783,147.859865
340,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,340,Caltex Bairnsdale,Operational,Caltex,,Cnr Princes Highway and Calvert Street,Bairnsdale,Victoria,5,20110725,,-37.8359819999999,147.599682
341,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,341,Safeway Caltex Lakes Entrance,Operational,Caltex,,11-17 Church Street,Lakes Entrance,Victoria,5,20110725,,-37.879452,147.987691
342,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,342,Caltex Lakes Entrance,Operational,Caltex,,413 Esplanade,Lakes Entrance,Victoria,5,20110725,,-37.8803849999999,147.987742
343,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,343,Independent Maffra,Operational,Independent Fuel Supplies,,131 Johnson Street,Maffra,Victoria,5,20110725,,-37.967981,146.977045
344,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,344,Safeway Caltex Sale,Operational,Caltex,,33 Cunningham Street,Sale,Victoria,5,20110725,,-38.1070809999999,147.06044
345,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,345,Caltex Sale,Operational,Caltex,,114 York Street,Sale,Victoria,5,20110725,,-38.109662,147.068739
346,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,346,Safeway Caltex Moe,Operational,Caltex,,37-39 Kirk Street,Moe,Victoria,5,20110725,,-38.175088,146.26391
347,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,347,Independent Darnum,Operational,Independent Fuel Supplies,,1 Cropley Street,Darnum,Victoria,5,20110725,,-38.1876599999999,146.003183
348,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,348,Safeway Caltex Traralgon,Operational,Caltex,,1 Seymour Street,Traralgon,Victoria,5,20110725,,-38.196874,146.540545
349,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,349,Caltex Camperdown,Operational,Caltex,,319 Manifold Street,Camperdown,Victoria,5,20110725,,-38.227277,143.137447
350,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,350,Safeway Caltex Camperdown,Operational,Caltex,,101 Manifold Street,Camperdown,Victoria,5,20110725,,-38.234721,143.149702
351,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,351,Caltex Morwell,Operational,Caltex,,2-10 Princes Drive,Morwell,Victoria,5,20110725,,-38.236318,146.395907
352,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,352,Caltex Terang,Operational,Caltex,,33 High Street,Terang,Victoria,5,20110725,,-38.240851,142.920797
353,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,353,Independent Traralgon South,Operational,Independent Fuel Supplies,,25 Keith Morgan Drive,Traralgon South,Victoria,5,20110725,,-38.2977529999999,146.541958
354,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,354,Caltex Cobden,Operational,Caltex,,1 Curdie Street,Cobden,Victoria,5,20110725,,-38.329056,143.079565
355,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,355,Safeway Caltex Colac,Operational,Caltex,,1 Bromfield Street,Colac,Victoria,5,20110725,,-38.341221,143.584761
356,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,356,Safeway Caltex Leongatha,Operational,Caltex,,22 Anderson Street,Leongatha,Victoria,5,20110725,,-38.4741119999999,145.944861
357,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,357,Safeway Caltex Wonthaggi,Operational,Caltex,,4A Murray Street,Wonthaggi,Victoria,5,20110725,,-38.604373,145.592357
358,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,358,Caltex Wonthaggi,Operational,Caltex,,25 McKenzie Street,Wonthaggi,Victoria,5,20110725,,-38.6050119999999,145.593285
359,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,359,Caltex Port Campbell,Operational,Independent Fuel Supplies,,30-32 Lord Street,Port Campbell,Victoria,5,20110725,,-38.6198479999999,142.995397
360,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,360,Caltex Foster,Operational,Caltex,,3895 South Gippsland Highway,Foster,Victoria,5,20110725,,-38.6493839999999,146.21557
361,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,361,Independent Tarwin Lower,Operational,Caltex,,49-51 River Drive,Tarwin Lower,Victoria,5,20110725,,-38.701267,145.868633
362,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,362,BP Ayr,Operational,BP,5708,108 Edwards Street,Ayr,Queensland,5,20110725,,-19.5710359999999,147.403061
363,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,363,BP Home Hill,Operational,BP,5706,46 Eighth Avenue,Home Hill,Queensland,5,20110725,,-19.6673059999999,147.415476
364,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,364,BP Oak Street,Operational,BP,973,38 Oak Street,Andergrove,Queensland,5,20110725,,-21.0966529999999,149.183464
365,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,365,BP Bedford,Operational,BP,1244,166 Bedford Road,Andergrove,Queensland,5,20110725,,-21.098586,149.181183
366,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,366,BP Glenella Store,Operational,BP,8345,66 Hill End Road,Glenella,Queensland,5,20110725,,-21.11965,149.147328
367,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,367,BP Moss Marine,Operational,BP,4358,Cnr Harbour Road and Hamilton Street,Mackay,Queensland,5,20110725,,-21.1197309999999,149.195323
368,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,368,BP Shakespeare,Operational,BP,1494,114 Shakespeare Street,Mackay,Queensland,5,20110725,,-21.147708,149.189669
369,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,369,Walkerstone Motors & Marine,Operational,BP,3306,24 Dutton Street,Walkerston,Queensland,5,20110725,,-21.161594,149.068642
370,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,370,BP City Gates,Operational,BP,4228,324 Nebo Road,Mackay,Queensland,5,20110725,,-21.1658439999999,149.154014
371,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,371,BP Sarina,Operational,BP,1491,Broad Street,Sarina,Queensland,5,20110725,,-21.4225299999999,149.216816
372,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,372,BP Roadhouse Charleville,Operational,Shell,5765,50 Wills Street,Charleville,Queensland,5,20110725,,-26.404058,146.241592
373,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,373,BP Tower House,Operational,BP,1554,9 Caroline Street,Mitchell,Queensland,5,20110725,,-26.488851,147.969489
374,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,374,BP Kookas Central,Operational,BP,1658,Bowen Street and Arthur Street,Roma,Queensland,5,20110725,,-26.573996,148.78884
375,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,375,BP Connect Bribie Island,Operational,BP,786,50 Hornsby Road,Bongaree,Queensland,5,20110725,,-27.064175,153.155869
376,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,376,BP Deception Bay,Operational,BP,4160,555 Deception Bay Road,Deception Bay,Queensland,5,20110725,,-27.1993659999999,153.032084
377,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,377,BP Clontarf,Operational,BP,5773,271 MacDonnell Road,Clontarf,Queensland,5,20110725,,-27.2347849999999,153.087367
378,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,378,BP Connect North Lakes,Operational,BP,5591,1648 Anzac Avenue,North Lakes,Queensland,5,20110725,,-27.2417429999999,153.023007
379,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,379,BP Connect Kallangur,Operational,BP,4227,Cnr Anzac Avenue and McBain Street,Kallangur,Queensland,5,20110725,,-27.2470519999999,153.007544
380,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,380,BP Boulevarde,Operational,BP,4220,206-208 Tourist Drive,Woody Point,Queensland,5,20110725,,-27.2555619999999,153.094525
381,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,381,BP Wellington Point,Operational,BP,1748,402-406 Main Road,Wellington Point,Queensland,5,20110725,,-27.4870369999999,153.238292
382,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,382,BP Tenterfield,Operational,BP,1788,154-158 High Street,Tenterfield,New South Wales,5,20110725,,-29.0534919999999,152.021113
383,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,383,BP Seven Knights,Operational,BP,2543,94 Rouse Street,Tenterfield,New South Wales,5,20110725,,-29.062486,152.017077
384,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,384,Kempsey ,Operational,BP,2802,22 Carrai Street,South Kempsey,New South Wales,5,20110725,,-31.091468,152.836985
385,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,385,BP Connect Beaumauris,Operational,BP,6103,Marmion Avenue and Prendiville Avenue,Ocean Reef,Western Australia,5,20110725,,-31.752511,115.740438
386,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,386,BP Beldon,Operational,BP,6533,261 Eddystone Avenue,Beldon,Western Australia,5,20110725,,-31.770732,115.767188
387,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,387,BP Mullaloo,Operational,BP,6202,101 Dampier Avenue,Mullaloo,Western Australia,5,20110725,,-31.779962,115.744062
388,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,388,BP Wanneroo,Operational,BP,1839,599 Wanneroo Road,Wanneroo,Western Australia,5,20110725,,-31.782279,115.808371
389,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,389,BP Gidgegannup,Operational,BP,6144,2095 Toodyay Road,Gidgegannup,Western Australia,5,20110725,,-31.793108,116.194019
390,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,390,Baskerville,Operational,BP,6043,1054-1082 Great Northern Highway,Baskerville,Western Australia,5,20110725,,-31.797583,116.021295
